user,card_index,card_brand,card_type,card_number,expires,cvv,has_chip,cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
89,2,Mastercard,Credit,5.15349E+15,Oct-19,492,YES,1,"$8,400 ",Apr-09,2011,No
89,3,Mastercard,Debit,5.51321E+15,Dec-23,789,YES,1,"$16,597 ",Jan-99,2009,No
89,4,Amex,Credit,3.16139E+14,Sep-20,876,YES,2,"$9,400 ",Sep-08,2008,No
90,0,Visa,Debit,4.70994E+15,Dec-08,122,YES,1,"$18,702 ",Dec-07,2007,No
91,0,Visa,Debit,4.72544E+15,Jun-22,675,YES,1,"$24,806 ",Jun-07,2007,No
91,1,Visa,Debit,4.99299E+15,May-23,457,YES,1,"$19,856 ",Nov-07,2011,No
92,0,Visa,Debit (Prepaid),4.58025E+15,Feb-21,397,YES,2,$68 ,Feb-10,2010,No
92,1,Amex,Credit,3.47103E+14,Dec-22,791,YES,2,"$4,900 ",Jun-09,2009,No
93,0,Mastercard,Debit,5.77939E+15,Feb-22,421,YES,1,"$13,390 ",Feb-20,2020,No
93,1,Amex,Credit,3.43259E+14,Nov-24,210,YES,3,"$8,400 ",Feb-20,2020,No
94,0,Amex,Credit,3.74396E+14,Mar-24,659,YES,2,"$13,700 ",Feb-12,2012,No
95,0,Discover,Credit,6.3088E+15,Nov-24,205,YES,2,"$4,200 ",Jun-16,2016,No
96,0,Visa,Debit,4.43983E+15,Aug-20,424,YES,2,"$2,292 ",Oct-09,2015,No
96,1,Amex,Credit,3.04372E+14,Mar-21,495,YES,1,"$8,800 ",Jul-10,2010,No
97,0,Mastercard,Credit,5.88138E+15,Mar-23,312,NO,2,"$7,600 ",Nov-06,2009,No
97,1,Visa,Credit,4.96673E+15,Nov-21,756,YES,2,"$6,200 ",May-05,2018,No
98,0,Mastercard,Credit,5.78496E+15,Jul-23,348,YES,1,"$12,900 ",Jun-99,2011,No
98,1,Mastercard,Debit,5.61738E+15,Jun-22,228,YES,2,"$18,820 ",Sep-08,2015,No
98,2,Visa,Debit,4.81329E+15,Jul-05,979,YES,2,"$16,167 ",Jun-04,2009,No
98,3,Mastercard,Credit,5.65904E+15,Jun-23,857,YES,2,"$4,200 ",Feb-07,2011,No
98,4,Mastercard,Debit,5.69112E+15,Aug-24,190,YES,2,"$18,861 ",Jun-06,2011,No
98,5,Visa,Debit,4.80334E+15,Feb-20,568,NO,1,"$27,231 ",Feb-11,2011,No
99,0,Visa,Debit,4.27433E+15,Dec-24,174,YES,1,"$24,390 ",Feb-20,2020,No
99,1,Mastercard,Debit,5.07351E+15,Feb-23,802,YES,1,"$3,106 ",Feb-20,2020,No
100,0,Mastercard,Debit,5.551E+15,Jul-20,980,YES,2,"$13,595 ",Mar-06,2010,No
100,1,Discover,Credit,6.61665E+15,Nov-09,72,NO,2,"$12,300 ",Oct-09,2009,No
100,2,Mastercard,Credit,5.3841E+15,Feb-19,704,YES,2,"$12,300 ",Aug-05,2009,No
100,3,Mastercard,Debit,5.08202E+15,Apr-21,459,YES,1,"$20,743 ",Jun-16,2016,No
100,4,Mastercard,Debit,5.84343E+15,Aug-21,570,YES,2,"$17,706 ",Jun-03,2010,No
100,5,Mastercard,Debit,5.8982E+15,Aug-22,332,YES,2,"$20,962 ",May-09,2009,No
100,6,Mastercard,Debit,5.43337E+15,Mar-24,530,YES,2,"$19,439 ",Jan-97,2007,No
101,0,Visa,Debit,4.07366E+15,Mar-22,973,NO,1,"$30,160 ",Jun-03,2017,No
101,1,Amex,Credit,3.49089E+14,Jun-22,652,YES,2,$0 ,Jun-18,2018,No
101,2,Visa,Debit,4.70114E+15,Nov-12,807,NO,1,"$28,937 ",Feb-04,2008,No
102,0,Mastercard,Debit (Prepaid),5.15115E+15,May-20,636,NO,2,$22 ,Mar-05,2011,No
102,1,Mastercard,Debit,5.28986E+15,Aug-15,59,YES,2,"$1,575 ",Jan-04,2005,No
102,2,Mastercard,Debit,5.49666E+15,Dec-20,962,YES,2,"$7,562 ",Oct-02,2011,No
102,3,Mastercard,Debit,5.57141E+15,May-24,741,YES,2,"$17,211 ",Aug-99,2013,No
102,4,Visa,Credit,4.25542E+15,Jun-10,361,NO,2,"$9,500 ",May-08,2010,No
103,0,Mastercard,Debit,5.71839E+15,Nov-22,117,YES,2,"$24,191 ",Jun-11,2011,No
103,1,Mastercard,Debit (Prepaid),5.35812E+15,Mar-23,129,YES,2,$68 ,Jul-05,2006,No
103,2,Mastercard,Debit,5.61593E+15,Feb-20,432,YES,2,"$8,037 ",May-07,2010,No
103,3,Mastercard,Debit (Prepaid),5.31069E+15,Feb-18,830,YES,2,$97 ,Feb-09,2015,No
104,0,Mastercard,Debit,5.19825E+15,May-21,789,YES,1,"$15,555 ",Jan-20,2020,No
104,1,Mastercard,Debit,5.30634E+15,May-16,523,YES,1,"$18,242 ",Apr-16,2016,No
104,2,Visa,Debit (Prepaid),4.33883E+15,Dec-21,148,YES,2,$62 ,Feb-20,2020,No
104,3,Visa,Debit,4.43002E+15,Dec-22,451,NO,1,"$16,715 ",Jan-20,2020,No
105,0,Mastercard,Debit (Prepaid),5.43936E+15,Feb-20,309,YES,1,$46 ,Feb-20,2020,No
106,0,Mastercard,Debit,5.139E+15,Apr-21,740,YES,2,"$20,195 ",Feb-12,2012,No
106,1,Mastercard,Debit,5.42052E+15,Jul-19,257,YES,2,"$39,818 ",Jun-19,2019,No
106,2,Visa,Debit,4.87341E+15,Sep-18,423,YES,2,"$33,736 ",May-10,2010,No
107,0,Mastercard,Debit,5.20518E+15,Nov-11,911,YES,2,"$17,850 ",Aug-08,2008,No
107,1,Amex,Credit,3.24624E+14,Feb-21,846,YES,2,"$11,300 ",Aug-05,2008,No
108,0,Visa,Debit,4.85301E+15,Sep-15,554,NO,2,"$1,981 ",May-10,2014,No
108,1,Mastercard,Debit,5.77003E+15,Jul-24,811,YES,1,"$15,695 ",Aug-09,2010,No
108,2,Mastercard,Debit,5.30546E+15,Jun-14,605,YES,2,"$23,475 ",Mar-08,2011,No
109,0,Mastercard,Credit,5.65675E+15,Jun-17,315,YES,1,"$12,900 ",Nov-01,2011,No
109,1,Mastercard,Debit (Prepaid),5.75572E+15,Feb-21,988,YES,1,$91 ,Apr-11,2011,No
109,2,Mastercard,Debit,5.83393E+15,Oct-22,344,YES,2,"$15,341 ",Feb-99,2014,No
110,0,Mastercard,Debit,5.1169E+15,Jun-15,698,YES,2,"$42,116 ",Sep-10,2011,No
110,1,Mastercard,Debit,5.94568E+15,Jan-20,843,NO,2,"$39,312 ",Jan-20,2020,No
111,0,Visa,Debit,4.0825E+15,Apr-08,947,NO,2,"$21,370 ",Jun-05,2010,No
111,1,Amex,Credit,3.56204E+14,Dec-22,312,YES,2,"$16,700 ",Oct-11,2011,No
111,2,Amex,Credit,3.56951E+14,Oct-24,952,YES,1,"$17,800 ",Nov-07,2011,No
111,3,Mastercard,Credit,5.69757E+15,Nov-20,356,YES,2,"$16,200 ",Dec-07,2011,No
111,4,Amex,Credit,3.33505E+14,Dec-20,276,YES,1,"$17,700 ",May-11,2013,No
112,0,Mastercard,Credit,5.10605E+15,Mar-21,686,YES,1,"$14,600 ",Jan-00,2012,No
112,1,Visa,Credit,4.89913E+15,Jul-24,490,YES,2,"$10,700 ",Sep-09,2011,No
112,2,Mastercard,Debit (Prepaid),5.24139E+15,Jul-23,137,YES,1,$89 ,Apr-10,2010,No
113,0,Mastercard,Debit,5.69142E+15,Sep-06,349,YES,3,"$11,398 ",Aug-06,2013,No
114,0,Mastercard,Credit,5.27203E+15,Dec-23,905,YES,2,"$8,200 ",Dec-08,2010,No
114,1,Mastercard,Credit,5.3992E+15,Jun-21,479,YES,1,"$6,100 ",Aug-08,2008,No
114,2,Mastercard,Debit,5.15875E+15,Jul-24,813,YES,1,"$15,820 ",Jun-11,2011,No
115,0,Mastercard,Debit,5.60746E+15,Aug-23,252,YES,2,"$9,774 ",Feb-20,2020,No
116,0,Visa,Debit,4.19961E+15,Sep-23,765,YES,1,"$22,833 ",May-13,2013,No
116,1,Visa,Debit,4.9129E+15,Nov-22,446,YES,1,"$48,502 ",Jan-20,2020,No
116,2,Visa,Debit,4.72995E+15,Jul-22,461,YES,2,"$34,888 ",Apr-19,2019,No
116,3,Visa,Debit,4.1646E+15,Aug-19,90,NO,1,"$29,503 ",Aug-14,2014,No
116,4,Mastercard,Debit,5.03633E+15,Aug-21,627,YES,2,"$19,570 ",Jan-19,2019,No
116,5,Mastercard,Debit,5.97501E+15,Dec-23,551,YES,1,"$22,297 ",May-17,2017,No
116,6,Visa,Debit,4.42096E+15,Sep-23,75,YES,1,"$20,031 ",Jun-15,2015,No
116,7,Mastercard,Debit,5.017E+15,Feb-20,597,YES,2,"$30,323 ",Feb-20,2020,No
116,8,Amex,Credit,3.08101E+14,Apr-24,881,YES,1,"$19,000 ",Jan-20,2020,No
117,0,Mastercard,Debit,5.83525E+15,Feb-20,308,YES,1,"$18,162 ",Jul-18,2018,No
117,1,Visa,Debit (Prepaid),4.04973E+15,Dec-20,662,YES,1,$54 ,Jan-20,2020,No
117,2,Mastercard,Credit,5.31401E+15,Aug-22,991,YES,1,"$8,700 ",Feb-20,2020,No
117,3,Mastercard,Debit,5.84955E+15,May-21,767,YES,1,"$14,295 ",Jan-20,2020,No
118,0,Visa,Debit,4.9978E+15,Nov-24,545,NO,1,"$17,620 ",Nov-19,2019,No
118,1,Mastercard,Debit,5.30994E+15,Feb-20,924,YES,2,"$17,201 ",Jan-15,2015,No
118,2,Discover,Credit,6.10841E+15,Aug-21,894,YES,1,"$8,300 ",Jan-20,2020,No
119,0,Visa,Debit,4.2511E+15,Aug-23,439,YES,2,"$17,853 ",Nov-08,2011,No
119,1,Mastercard,Debit,5.55737E+15,Dec-24,434,YES,1,"$10,794 ",Apr-18,2018,No
119,2,Mastercard,Debit,5.86555E+15,Dec-19,155,YES,1,"$15,832 ",Nov-10,2011,No
120,0,Mastercard,Debit (Prepaid),5.87851E+15,Oct-06,699,YES,1,$26 ,Jul-06,2019,No
120,1,Mastercard,Credit,5.8254E+15,May-13,531,YES,2,"$16,300 ",Nov-07,2009,No
121,0,Mastercard,Debit,5.40787E+15,Oct-24,228,YES,2,"$14,836 ",Jan-20,2020,No
121,1,Mastercard,Debit,5.08903E+15,Jul-24,464,YES,2,"$13,972 ",Jan-20,2020,No
122,0,Mastercard,Debit,5.84731E+15,Jun-24,574,YES,1,"$33,103 ",Jun-13,2013,No
122,1,Mastercard,Debit,5.45434E+15,Sep-23,247,YES,1,"$20,847 ",Aug-08,2010,No
122,2,Mastercard,Debit,5.18372E+15,Nov-13,569,YES,1,"$31,807 ",Oct-13,2013,No
122,3,Visa,Credit,4.90311E+15,Mar-24,274,YES,1,"$16,100 ",Feb-02,2014,No
123,0,Mastercard,Debit,5.3708E+15,Jul-21,851,YES,1,"$28,894 ",May-02,2011,No
123,1,Visa,Debit (Prepaid),4.12952E+15,Mar-02,84,YES,1,$61 ,Feb-02,2009,No
123,2,Visa,Credit,4.16475E+15,Feb-23,24,YES,1,"$12,500 ",Sep-10,2012,No
124,0,Mastercard,Debit,5.5579E+15,Jun-23,598,YES,2,"$15,409 ",Apr-09,2010,No
124,1,Mastercard,Credit,5.67517E+15,Aug-23,294,YES,1,"$5,300 ",Oct-03,2012,No
124,2,Mastercard,Debit,5.25928E+15,Dec-16,403,YES,1,"$13,469 ",May-06,2009,No
125,0,Mastercard,Debit,5.15545E+15,May-20,719,YES,1,"$16,524 ",Jan-20,2020,No
125,1,Mastercard,Debit,5.83106E+15,Jan-20,570,NO,1,"$29,526 ",Jan-20,2020,No
125,2,Mastercard,Debit,5.15796E+15,Jul-23,657,YES,1,"$16,407 ",Feb-20,2020,No
126,0,Mastercard,Debit (Prepaid),5.8742E+15,Apr-23,206,YES,2,$61 ,Jun-08,2015,No
126,1,Mastercard,Debit,5.80356E+15,Nov-20,827,YES,2,"$40,628 ",Oct-09,2014,No
126,2,Mastercard,Debit,5.28348E+15,Aug-10,149,YES,2,"$24,980 ",Apr-08,2014,No
127,0,Mastercard,Debit,5.31688E+15,May-20,122,YES,1,"$10,290 ",Feb-20,2020,No
127,1,Mastercard,Debit (Prepaid),5.96281E+15,Jan-23,217,YES,1,$84 ,Oct-18,2018,No
128,0,Visa,Debit,4.6311E+15,Dec-18,597,YES,1,"$13,725 ",Mar-07,2014,No
128,1,Visa,Debit,4.71676E+15,Dec-24,821,YES,2,"$8,278 ",Sep-08,2010,No
128,2,Visa,Debit,4.05341E+15,Sep-20,491,YES,2,"$13,514 ",Jun-09,2018,No
128,3,Mastercard,Credit,5.10552E+15,Nov-24,883,YES,1,"$3,800 ",Apr-11,2011,No
129,0,Mastercard,Debit,5.19237E+15,Oct-24,603,YES,2,"$15,119 ",Apr-05,2011,No
130,0,Mastercard,Debit (Prepaid),5.18257E+15,Jan-21,310,YES,1,$81 ,Jan-20,2020,No
130,1,Mastercard,Debit,5.39472E+15,Feb-20,16,YES,1,"$34,183 ",Jan-20,2020,No
130,2,Visa,Credit,4.86443E+15,Jul-22,534,YES,1,"$22,200 ",Jan-20,2020,No
131,0,Mastercard,Debit,5.12415E+15,Feb-22,6,YES,1,"$15,117 ",Feb-20,2020,No
131,1,Visa,Debit (Prepaid),4.0737E+15,Apr-20,274,YES,2,$81 ,Jun-10,2010,No
132,0,Mastercard,Debit,5.4768E+15,May-23,744,YES,2,"$1,543 ",Jun-03,2009,No
133,0,Mastercard,Debit,5.75336E+15,Sep-24,795,YES,1,"$22,821 ",Jan-20,2020,No
133,1,Visa,Credit,4.20196E+15,Jan-23,619,YES,1,"$13,200 ",Feb-20,2020,No
133,2,Mastercard,Debit,5.78659E+15,Aug-24,58,YES,1,"$16,330 ",Jan-20,2020,No
133,3,Visa,Debit (Prepaid),4.09117E+15,Jan-20,916,NO,2,$39 ,Jan-20,2020,No
134,0,Mastercard,Credit,5.34579E+15,Nov-07,412,YES,2,"$6,400 ",Nov-07,2011,No
134,1,Visa,Credit,4.89738E+15,May-00,382,YES,1,"$3,500 ",May-00,2007,No
134,2,Visa,Debit,4.17196E+15,Apr-23,251,YES,1,"$12,606 ",Dec-18,2018,No
134,3,Visa,Debit,4.90641E+15,Feb-23,579,YES,1,"$9,921 ",Jan-18,2018,No
134,4,Visa,Debit (Prepaid),4.1761E+15,May-22,661,YES,2,$96 ,Aug-07,2009,No
134,5,Mastercard,Debit,5.41224E+15,Dec-24,594,YES,1,"$18,964 ",Feb-03,2009,No
135,0,Mastercard,Debit,5.29726E+15,Jan-24,580,YES,2,"$3,711 ",Apr-07,2013,No
136,0,Mastercard,Debit,5.73579E+15,Mar-23,748,NO,1,"$35,279 ",Feb-15,2015,No
136,1,Visa,Credit,4.8635E+15,Jul-20,593,YES,2,"$13,800 ",Nov-08,2015,No
136,2,Mastercard,Debit,5.48997E+15,Feb-22,7,YES,2,"$24,215 ",Jul-02,2007,No
137,0,Visa,Credit,4.50811E+15,Sep-24,763,YES,1,"$19,400 ",Nov-07,2010,No
137,1,Visa,Debit (Prepaid),4.80004E+15,Jun-20,59,YES,2,$30 ,Mar-05,2014,No
137,2,Visa,Debit,4.14457E+15,Mar-24,543,YES,2,"$17,208 ",Jan-10,2016,No
137,3,Mastercard,Credit,5.91985E+15,Nov-04,604,YES,2,"$18,300 ",Jan-01,2011,No
137,4,Mastercard,Debit,5.20845E+15,Sep-21,126,YES,1,"$51,012 ",Feb-14,2014,No
137,5,Amex,Credit,3.20736E+14,Feb-19,686,YES,1,"$15,000 ",Jan-09,2011,No
138,0,Visa,Credit,4.32581E+15,Apr-18,642,YES,1,"$7,600 ",May-06,2009,No
138,1,Mastercard,Debit,5.67287E+15,Nov-23,952,YES,2,"$8,052 ",Mar-05,2012,No
138,2,Mastercard,Credit,5.02502E+15,Jul-24,783,YES,1,"$8,600 ",Mar-05,2007,No
138,3,Mastercard,Debit,5.12516E+15,Aug-20,945,YES,2,"$20,128 ",Oct-19,2019,No
138,4,Amex,Credit,3.39949E+14,Mar-23,643,YES,1,"$9,000 ",Jul-08,2013,No
138,5,Mastercard,Debit (Prepaid),5.96792E+15,Oct-20,849,YES,2,$91 ,Nov-11,2012,No
139,0,Amex,Credit,3.13387E+14,Dec-24,961,YES,1,"$6,800 ",Feb-96,2009,No
139,1,Mastercard,Debit (Prepaid),5.28731E+15,Jul-11,597,YES,1,$93 ,May-10,2010,No
139,2,Visa,Credit,4.51105E+15,Jan-16,263,YES,2,"$9,800 ",Mar-13,2013,No
139,3,Visa,Credit,4.79557E+15,Jan-21,731,YES,2,"$6,700 ",Jun-10,2011,No
140,0,Visa,Credit,4.51559E+15,May-23,983,YES,1,"$9,800 ",Jan-06,2015,No
140,1,Visa,Debit,4.18503E+15,Jan-18,48,YES,2,"$24,544 ",Jun-06,2013,No
140,2,Mastercard,Debit,5.83588E+15,May-23,642,YES,1,"$22,639 ",May-08,2010,No
140,3,Discover,Credit,6.11398E+15,Nov-23,899,YES,1,"$1,100 ",Jul-15,2015,No
140,4,Mastercard,Debit (Prepaid),5.13915E+15,May-16,509,YES,1,$86 ,Apr-13,2013,No
141,0,Visa,Debit,4.57437E+15,Aug-20,742,YES,2,"$2,330 ",Apr-10,2011,No
141,1,Visa,Credit,4.80627E+15,Aug-20,289,YES,2,"$5,900 ",Feb-20,2020,No
142,0,Visa,Debit,4.46139E+15,Feb-20,981,YES,2,"$47,372 ",Dec-07,2008,No
142,1,Visa,Debit,4.26001E+15,Jul-22,447,NO,2,"$28,127 ",May-10,2010,No
142,2,Mastercard,Debit (Prepaid),5.83477E+15,Mar-10,553,YES,1,$28 ,Sep-06,2006,No
142,3,Visa,Debit,4.95548E+15,Mar-24,397,YES,2,"$62,081 ",Feb-20,2020,No
143,0,Amex,Credit,3.0364E+14,Nov-22,807,YES,1,"$5,800 ",Sep-11,2011,No
143,1,Visa,Credit,4.06011E+15,Jul-16,408,YES,1,"$6,700 ",Jul-09,2009,No
143,2,Visa,Credit,4.64606E+15,Feb-15,856,YES,1,"$6,700 ",Mar-06,2012,No
143,3,Mastercard,Debit,5.04062E+15,Jul-22,87,YES,2,"$1,424 ",Dec-04,2012,No
144,0,Mastercard,Debit (Prepaid),5.21481E+15,Jul-24,453,NO,1,$58 ,Feb-20,2020,No
144,1,Visa,Credit,4.99624E+15,May-09,700,YES,2,"$19,400 ",Jul-06,2008,No
144,2,Visa,Debit,4.63498E+15,May-12,897,YES,2,"$4,052 ",Dec-10,2013,No
144,3,Visa,Credit,4.43702E+15,May-10,955,YES,2,"$9,300 ",Apr-04,2010,No
145,0,Visa,Credit,4.86201E+15,May-22,405,YES,1,"$9,600 ",Feb-20,2020,No
145,1,Mastercard,Debit,5.70252E+15,Feb-20,24,YES,1,"$16,923 ",Feb-20,2020,No
146,0,Mastercard,Credit,5.65901E+15,Feb-20,777,YES,1,"$7,700 ",Jan-20,2020,No
147,0,Mastercard,Debit,5.12897E+15,Jul-22,466,YES,2,$146 ,Feb-20,2020,No
148,0,Mastercard,Debit,5.67725E+15,Mar-23,293,NO,1,"$12,091 ",May-09,2009,No
148,1,Mastercard,Debit,5.85433E+15,Nov-06,280,YES,2,"$11,157 ",Sep-06,2011,No
148,2,Visa,Credit,4.98638E+15,Jul-10,21,YES,2,"$7,100 ",Dec-02,2012,No
148,3,Mastercard,Debit,5.71814E+15,Jan-12,915,YES,1,"$7,612 ",Aug-10,2011,No
148,4,Visa,Credit,4.97366E+15,Dec-21,9,YES,2,"$6,100 ",Feb-13,2013,No
149,0,Visa,Debit,4.72499E+15,Jul-23,384,YES,2,"$27,706 ",Dec-08,2008,No
149,1,Mastercard,Debit (Prepaid),5.65145E+15,Apr-09,851,NO,2,$45 ,Mar-08,2009,No
149,2,Mastercard,Debit,5.56033E+15,May-21,732,NO,2,"$2,046 ",Feb-00,2008,No
149,3,Mastercard,Credit,5.07819E+15,Oct-24,929,YES,1,"$17,400 ",Sep-12,2012,No
149,4,Mastercard,Debit,5.24355E+15,May-20,648,YES,1,"$26,231 ",Dec-08,2008,No
150,0,Visa,Credit,4.32549E+15,Feb-09,692,YES,2,"$18,300 ",Jun-07,2010,No
150,1,Visa,Credit,4.75964E+15,May-16,644,YES,2,"$13,900 ",Jul-01,2014,No
151,0,Mastercard,Credit,5.06007E+15,Aug-22,113,YES,2,"$17,200 ",Jun-99,2013,No
151,1,Visa,Debit,4.24887E+15,Jun-23,619,YES,2,"$14,217 ",Oct-06,2012,No
151,2,Mastercard,Debit,5.0939E+15,Mar-24,472,YES,2,"$39,533 ",Apr-07,2016,No
151,3,Mastercard,Debit,5.2233E+15,Apr-23,262,YES,2,"$3,141 ",Aug-08,2013,No
151,4,Visa,Credit,4.94142E+15,Nov-22,50,YES,2,"$12,800 ",Apr-14,2014,No
151,5,Mastercard,Debit,5.43117E+15,Jan-20,187,NO,1,"$38,342 ",Sep-10,2010,No
152,0,Mastercard,Credit,5.2294E+15,Jan-20,704,YES,1,"$3,000 ",Jan-20,2020,No
153,0,Visa,Debit,4.85882E+15,Dec-20,125,NO,1,"$16,486 ",Feb-20,2020,No
154,0,Mastercard,Debit,5.54007E+15,May-24,684,YES,2,"$28,868 ",Jan-20,2020,No
154,1,Mastercard,Debit,5.28931E+15,Feb-21,998,YES,1,"$51,836 ",Jan-20,2020,No
155,0,Visa,Credit,4.58893E+15,Sep-21,748,YES,2,"$8,900 ",Feb-20,2020,No
155,1,Mastercard,Credit,5.67418E+15,Feb-20,303,YES,1,"$9,900 ",Feb-20,2020,No
155,2,Visa,Debit,4.91337E+15,Feb-20,711,YES,1,"$22,935 ",Jan-20,2020,No
155,3,Visa,Credit,4.72932E+15,Oct-23,582,YES,2,"$7,900 ",Feb-20,2020,No
155,4,Mastercard,Debit,5.07684E+15,Feb-20,969,YES,1,"$17,336 ",Dec-14,2014,No
156,0,Visa,Debit,4.13063E+15,Mar-21,268,YES,2,"$20,206 ",Jul-11,2011,No
156,1,Visa,Credit,4.2142E+15,Oct-23,598,YES,2,"$9,900 ",Jan-18,2018,No
156,2,Mastercard,Debit (Prepaid),5.92839E+15,Nov-21,853,NO,1,$78 ,Jan-12,2012,No
156,3,Mastercard,Debit,5.53814E+15,May-23,623,YES,1,"$17,335 ",Nov-10,2010,No
156,4,Visa,Credit,4.08829E+15,Jun-24,140,YES,1,"$9,700 ",Jan-03,2020,No
157,0,Visa,Debit,4.85998E+15,Jun-21,971,NO,2,"$25,048 ",Dec-04,2010,No
157,1,Visa,Debit,4.40174E+15,Dec-14,322,YES,1,"$25,214 ",Mar-14,2014,No
157,2,Mastercard,Debit,5.56852E+15,Apr-23,226,YES,1,"$33,580 ",Feb-20,2020,No
158,0,Visa,Debit,4.85124E+15,Apr-13,684,NO,2,"$1,952 ",Mar-11,2011,No
159,0,Mastercard,Debit,5.05939E+15,May-23,996,YES,1,"$18,491 ",Jul-09,2011,No
159,1,Visa,Credit,4.82255E+15,Feb-13,509,YES,1,"$9,800 ",Aug-10,2014,No
159,2,Mastercard,Credit,5.32002E+15,Dec-21,92,YES,1,$0 ,Dec-09,2010,No
160,0,Mastercard,Debit,5.09789E+15,Sep-23,447,YES,1,"$5,857 ",Jan-11,2012,No
160,1,Visa,Debit,4.45978E+15,Jun-20,869,YES,2,"$10,366 ",Oct-07,2014,No
160,2,Visa,Debit,4.01754E+15,Jan-24,109,YES,1,"$10,161 ",Apr-04,2008,No
160,3,Mastercard,Debit,5.14839E+15,Apr-21,316,YES,2,"$9,297 ",Jan-05,2012,No
160,4,Visa,Debit,4.89893E+15,Sep-21,199,YES,1,"$12,434 ",Jul-03,2012,No
161,0,Mastercard,Debit,5.94337E+15,Apr-20,300,YES,2,"$29,973 ",Nov-10,2010,No
161,1,Visa,Debit,4.28421E+15,Feb-20,154,YES,2,"$25,330 ",Sep-15,2015,No
161,2,Visa,Debit,4.09385E+15,Apr-20,286,YES,2,"$52,609 ",Apr-06,2010,No
161,3,Visa,Credit,4.32969E+15,Oct-20,827,YES,1,"$25,200 ",Dec-06,2016,No
162,0,Visa,Debit,4.74488E+15,Nov-22,747,YES,1,"$11,832 ",Dec-96,2007,No
162,1,Visa,Credit,4.15283E+15,Aug-16,446,YES,1,"$5,400 ",Apr-08,2013,No
162,2,Mastercard,Debit,5.7547E+15,Jan-24,939,NO,1,"$3,384 ",Jun-09,2009,No
163,0,Mastercard,Debit,5.28753E+15,Apr-14,946,YES,1,"$13,756 ",Jun-12,2012,No
163,1,Mastercard,Debit,5.76188E+15,Jun-22,312,YES,1,"$9,263 ",Jan-06,2010,No
163,2,Mastercard,Debit,5.9035E+15,Dec-24,779,YES,1,"$16,899 ",Apr-14,2014,No
163,3,Visa,Credit,4.81469E+15,Jan-22,424,YES,1,"$5,700 ",Jun-04,2012,No
163,4,Mastercard,Debit (Prepaid),5.95508E+15,May-21,513,YES,1,$46 ,Mar-07,2012,No
164,0,Mastercard,Credit,5.95395E+15,Jan-24,474,YES,2,"$11,400 ",Feb-20,2020,No
165,0,Mastercard,Debit (Prepaid),5.86886E+15,Aug-22,245,YES,1,$95 ,Nov-11,2011,No
165,1,Mastercard,Credit,5.41816E+15,Jun-23,559,YES,2,"$10,700 ",Feb-07,2015,No
165,2,Amex,Credit,3.77303E+14,Feb-24,524,YES,1,"$8,700 ",Jun-11,2011,No
165,3,Visa,Debit,4.60948E+15,Jan-22,347,YES,2,"$12,150 ",Jun-04,2008,No
166,0,Discover,Credit,6.6172E+15,Mar-19,499,YES,1,"$7,800 ",Jun-17,2017,No
166,1,Visa,Debit,4.8637E+15,Oct-13,748,NO,1,"$13,761 ",Feb-13,2013,No
167,0,Visa,Debit,4.52598E+15,Jun-20,662,YES,2,"$45,377 ",Jul-10,2011,No
168,0,Mastercard,Debit,5.16814E+15,Jan-20,454,YES,1,"$18,091 ",Jan-20,2020,No
168,1,Mastercard,Debit,5.08115E+15,Dec-22,211,YES,1,"$14,514 ",Jan-20,2020,No
169,0,Mastercard,Credit,5.54006E+15,Mar-22,749,YES,1,"$15,900 ",Feb-20,2020,No
169,1,Visa,Credit,4.08924E+15,Dec-20,999,YES,1,"$13,000 ",Jan-20,2020,No
169,2,Visa,Debit,4.08444E+15,Sep-21,778,YES,2,"$17,905 ",Jan-20,2020,No
170,0,Visa,Credit,4.01526E+15,Jul-22,244,YES,2,"$7,000 ",Nov-10,2011,No
170,1,Visa,Credit,4.9986E+15,Jul-20,12,YES,3,"$7,100 ",Apr-10,2010,No
170,2,Mastercard,Debit,5.83236E+15,Jun-24,245,YES,2,"$16,476 ",May-05,2008,No
170,3,Visa,Credit,4.98484E+15,Oct-09,257,NO,2,"$7,200 ",Dec-06,2011,No
171,0,Mastercard,Credit,5.9299E+15,Oct-17,671,YES,1,"$11,800 ",Dec-10,2011,No
171,1,Mastercard,Debit,5.28402E+15,Dec-18,405,YES,2,"$6,832 ",Aug-10,2015,No
171,2,Mastercard,Debit,5.5349E+15,Dec-23,387,YES,2,"$6,222 ",Sep-09,2009,No
172,0,Amex,Credit,3.69192E+14,Mar-24,251,YES,1,"$13,300 ",May-07,2015,No
172,1,Visa,Debit,4.86244E+15,Aug-23,49,YES,2,"$2,942 ",Dec-03,2014,No
172,2,Visa,Debit,4.71475E+15,Dec-22,297,YES,2,"$33,539 ",Jun-05,2018,No
173,0,Visa,Credit,4.49525E+15,Apr-23,938,YES,2,"$14,000 ",Feb-20,2020,No
173,1,Visa,Debit,4.98236E+15,Jun-24,388,YES,1,"$20,160 ",Jan-20,2020,No
174,0,Mastercard,Debit,5.50497E+15,Mar-22,907,YES,1,"$35,466 ",Jan-20,2020,No
174,1,Visa,Debit,4.42061E+15,Feb-20,318,YES,2,"$24,677 ",Feb-20,2020,No
